fonte_tabela,laboratorio,pagina_pdf,bloco_visual,familia,produto,design,material,indice_refracao,tratamento,treatment_group,treatment_application,transitions,transitions_cores,blue_uv,esferico_min,esferico_max,cilindrico_max,adicao_min,adicao_max,preco_tipo,preco_par_brl,nota_disponibilidade
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,Transitions Extractive,C,sim,-10.00,+8.25,-6.00,,,absoluto,2079.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Rock,Crizal Rock,standard,Transitions Extractive,C,sim,-10.00,+8.25,-6.00,,,absoluto,1809.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,Transitions Extractive,C,sim,-10.00,+8.25,-6.00,,,absoluto,1459.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Optifog,Optifog,standard,Transitions Extractive,C,sim,-10.00,+8.25,-6.00,,,absoluto,1699.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,No Reflex,No Reflex,standard,Transitions Extractive,C,sim,-10.00,+8.25,-6.00,,,absoluto,1309.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,Transitions Extractive,C,sim,-10.00,+8.25,-6.00,,,absoluto,1259.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Sem AR,Sem AR,standard,Transitions Extractive,C,sim,-10.00,+8.25,-6.00,,,absoluto,1059.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Prevencia,Crizal Prevencia,standard,,,não,-12.00,+9.25,-6.00,,,absoluto,1419.00,+R$200 vs Orma
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Sapphire HR,Crizal Sapphire HR,standard,,,não,-12.00,+9.25,-6.00,,,absoluto,1419.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Rock,Crizal Rock,standard,,,não,-12.00,+9.25,-6.00,,,absoluto,1149.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Easy Pro,Crizal Easy Pro,standard,,,não,-12.00,+9.25,-6.00,,,absoluto,799.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Optifog,Optifog,standard,,,não,-12.00,+9.25,-6.00,,,absoluto,1039.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,No Reflex,No Reflex,standard,,,não,-12.00,+9.25,-6.00,,,absoluto,649.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Trio Easy Clean,Trio Easy Clean,standard,,,não,-12.00,+9.25,-6.00,,,absoluto,599.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Prevencia,Crizal Prevencia,standard,,,sim,-12.00,+9.25,-6.00,,,absoluto,1499.00,Blue UV +R$80 vs base
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Sapphire HR,Crizal Sapphire HR,standard,,,sim,-12.00,+9.25,-6.00,,,absoluto,1499.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Rock,Crizal Rock,standard,,,sim,-12.00,+9.25,-6.00,,,absoluto,1229.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Easy Pro,Crizal Easy Pro,standard,,,sim,-12.00,+9.25,-6.00,,,absoluto,879.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Optifog,Optifog,standard,,,sim,-12.00,+9.25,-6.00,,,absoluto,1119.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,No Reflex,No Reflex,standard,,,sim,-12.00,+9.25,-6.00,,,absoluto,729.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Trio Easy Clean,Trio Easy Clean,standard,,,sim,-12.00,+9.25,-6.00,,,absoluto,679.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Prevencia,Crizal Prevencia,standard,Transitions Gen S,"C,M,V,A,A,S,R,E",sim,-12.00,+9.25,-6.00,,,absoluto,2209.00,Transitions Gen S +R$790 vs Blue UV base
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Sapphire HR,Crizal Sapphire HR,standard,Transitions Gen S,"C,M,V,A,A,S,R,E",sim,-12.00,+9.25,-6.00,,,absoluto,2209.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Rock,Crizal Rock,standard,Transitions Gen S,"C,M,V,A,A,S,R,E",sim,-12.00,+9.25,-6.00,,,absoluto,1939.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Easy Pro,Crizal Easy Pro,standard,Transitions Gen S,"C,M,V,A,A,S,R,E",sim,-12.00,+9.25,-6.00,,,absoluto,1589.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Optifog,Optifog,standard,Transitions Gen S,"C,M,V,A,A,S,R,E",sim,-12.00,+9.25,-6.00,,,absoluto,1829.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,No Reflex,No Reflex,standard,Transitions Gen S,"C,M,V,A,A,S,R,E",sim,-12.00,+9.25,-6.00,,,absoluto,1439.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Trio Easy Clean,Trio Easy Clean,standard,Transitions Gen S,"C,M,V,A,A,S,R,E",sim,-12.00,+9.25,-6.00,,,absoluto,1389.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Sem AR,Sem AR,standard,Transitions Gen S,"C,M,V,A,A,S,R,E",sim,-12.00,+9.25,-6.00,,,absoluto,1189.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Prevencia,Crizal Prevencia,standard,Transitions Extractive,C,sim,-12.00,+9.25,-6.00,,,absoluto,2279.00,Transitions Extractive +R$860 vs Blue UV base
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Sapphire HR,Crizal Sapphire HR,standard,Transitions Extractive,C,sim,-12.00,+9.25,-6.00,,,absoluto,2279.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Rock,Crizal Rock,standard,Transitions Extractive,C,sim,-12.00,+9.25,-6.00,,,absoluto,2009.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Easy Pro,Crizal Easy Pro,standard,Transitions Extractive,C,sim,-12.00,+9.25,-6.00,,,absoluto,1659.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Optifog,Optifog,standard,Transitions Extractive,C,sim,-12.00,+9.25,-6.00,,,absoluto,1899.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,No Reflex,No Reflex,standard,Transitions Extractive,C,sim,-12.00,+9.25,-6.00,,,absoluto,1509.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Trio Easy Clean,Trio Easy Clean,standard,Transitions Extractive,C,sim,-12.00,+9.25,-6.00,,,absoluto,1459.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Sem AR,Sem AR,standard,Transitions Extractive,C,sim,-12.00,+9.25,-6.00,,,absoluto,1259.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Prevencia,Crizal Prevencia,standard,,,sim,-14.00,+10.00,-8.00,,,absoluto,2309.00,+R$1000 vs Airwear; Blue UV incluso
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Sapphire HR,Crizal Sapphire HR,standard,,,sim,-14.00,+10.00,-8.00,,,absoluto,2309.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Rock,Crizal Rock,standard,,,sim,-14.00,+10.00,-8.00,,,absoluto,2039.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Easy Pro,Crizal Easy Pro,standard,,,sim,-14.00,+10.00,-8.00,,,absoluto,1689.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Optifog,Optifog,standard,,,sim,-14.00,+10.00,-8.00,,,absoluto,1929.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,No Reflex,No Reflex,standard,,,sim,-14.00,+10.00,-8.00,,,absoluto,1539.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Prevencia,Crizal Prevencia,standard,Transitions Gen S,"C,M,V",sim,-14.00,+10.00,-8.00,,,absoluto,3099.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Sapphire HR,Crizal Sapphire HR,standard,Transitions Gen S,"C,M,V",sim,-14.00,+10.00,-8.00,,,absoluto,3099.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Rock,Crizal Rock,standard,Transitions Gen S,"C,M,V",sim,-14.00,+10.00,-8.00,,,absoluto,2829.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Easy Pro,Crizal Easy Pro,standard,Transitions Gen S,"C,M,V",sim,-14.00,+10.00,-8.00,,,absoluto,2479.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Optifog,Optifog,standard,Transitions Gen S,"C,M,V",sim,-14.00,+10.00,-8.00,,,absoluto,2719.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,No Reflex,No Reflex,standard,Transitions Gen S,"C,M,V",sim,-14.00,+10.00,-8.00,,,absoluto,2329.00,
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.74,1.74,Crizal Sapphire HR,Crizal Sapphire HR,standard,,,sim,-20.00,+14.00,-8.00,,,absoluto,3019.00,+R$780 vs Stylis 1.67; somente Sapphire HR disponível
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.74,1.74,Crizal Sapphire HR,Crizal Sapphire HR,standard,Transitions Gen S,C,sim,-20.00,+14.00,-8.00,,,absoluto,3809.00,Transitions Gen S cinza apenas
PVC,Essilor,12,VS Surfaçada - Solar,Lentes Essilor,VS Essilor Surfaçada,Surfaçada Solar,Orma,1.50,Crizal Sapphire HR Face Interna,Crizal Sapphire HR,internal,,,não,-10.00,+8.00,-6.00,,,absoluto,1079.00,Xperio cinza/marrom/verde
PVC,Essilor,12,VS Surfaçada - Solar,Lentes Essilor,VS Essilor Surfaçada,Surfaçada Solar,Orma,1.50,Optifog,Optifog,standard,,,não,-10.00,+8.00,-6.00,,,absoluto,1059.00,Xperio cinza/marrom/verde
PVC,Essilor,12,VS Surfaçada - Solar,Lentes Essilor,VS Essilor Surfaçada,Surfaçada Solar,Orma,1.50,Verniz HC,Verniz HC,standard,,,não,-10.00,+8.00,-6.00,,,absoluto,419.00,Xperio cinza/marrom/verde
PVC,Essilor,12,VS Surfaçada - Solar,Lentes Essilor,VS Essilor Surfaçada,Surfaçada Solar,Airwear,1.59,Crizal Sapphire HR Face Interna,Crizal Sapphire HR,internal,,,não,-12.00,+9.25,-6.00,,,absoluto,1279.00,Xperio cinza/marrom/verde
PVC,Essilor,12,VS Surfaçada - Solar,Lentes Essilor,VS Essilor Surfaçada,Surfaçada Solar,Airwear,1.59,Optifog,Optifog,standard,,,não,-12.00,+9.25,-6.00,,,absoluto,1259.00,Xperio cinza/marrom/verde
PVC,Essilor,12,VS Surfaçada - Solar,Lentes Essilor,VS Essilor Surfaçada,Surfaçada Solar,Airwear,1.59,Verniz HC,Verniz HC,standard,,,não,-12.00,+9.25,-6.00,,,absoluto,619.00,Xperio cinza/marrom/verde
PVC,Essilor,12,VS Surfaçada - Interview,Lentes Essilor,Essilor Interview,Visão Intermediária,Orma 0.80,1.50,Crizal Prevencia,Crizal Prevencia,standard,,,não,-2.00,+4.00,-4.00,1.00,1.75,absoluto,1599.00,Adição 0.80: prescrição 1.00 a 1.75
PVC,Essilor,12,VS Surfaçada - Interview,Lentes Essilor,Essilor Interview,Visão Intermediária,Orma 0.80,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,,,não,-2.00,+4.00,-4.00,1.00,1.75,absoluto,1599.00,
PVC,Essilor,12,VS Surfaçada - Interview,Lentes Essilor,Essilor Interview,Visão Intermediária,Orma 0.80,1.50,Crizal Rock,Crizal Rock,standard,,,não,-2.00,+4.00,-4.00,1.00,1.75,absoluto,1329.00,
PVC,Essilor,12,VS Surfaçada - Interview,Lentes Essilor,Essilor Interview,Visão Intermediária,Orma 0.80,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,,,não,-2.00,+4.00,-4.00,1.00,1.75,absoluto,979.00,
PVC,Essilor,12,VS Surfaçada - Interview,Lentes Essilor,Essilor Interview,Visão Intermediária,Orma 0.80,1.50,Optifog,Optifog,standard,,,não,-2.00,+4.00,-4.00,1.00,1.75,absoluto,1219.00,
PVC,Essilor,12,VS Surfaçada - Interview,Lentes Essilor,Essilor Interview,Visão Intermediária,Orma 0.80,1.50,Trio Easy Clean,Trio Easy Clean,standard,,,não,-2.00,+4.00,-4.00,1.00,1.75,absoluto,779.00,
PVC,Essilor,12,VS Surfaçada - Interview,Lentes Essilor,Essilor Interview,Visão Intermediária,Orma 0.80,1.50,Sem AR,Sem AR,standard,,,não,-2.00,+4.00,-4.00,1.00,1.75,absoluto,579.00,
PVC,Essilor,12,VS Surfaçada - Interview,Lentes Essilor,Essilor Interview,Visão Intermediária,Orma 1.30,1.50,Crizal Prevencia,Crizal Prevencia,standard,,,não,-2.00,+4.00,-4.00,2.00,3.50,absoluto,1599.00,Adição 1.30: prescrição 2.00 a 3.50
PVC,Essilor,12,VS Surfaçada - Interview,Lentes Essilor,Essilor Interview,Visão Intermediária,Orma 1.30,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,,,não,-2.00,+4.00,-4.00,2.00,3.50,absoluto,1599.00,
PVC,Essilor,12,VS Surfaçada - Interview,Lentes Essilor,Essilor Interview,Visão Intermediária,Orma 1.30,1.50,Crizal Rock,Crizal Rock,standard,,,não,-2.00,+4.00,-4.00,2.00,3.50,absoluto,1329.00,
PVC,Essilor,12,VS Surfaçada - Interview,Lentes Essilor,Essilor Interview,Visão Intermediária,Orma 1.30,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,,,não,-2.00,+4.00,-4.00,2.00,3.50,absoluto,979.00,
PVC,Essilor,12,VS Surfaçada - Interview,Lentes Essilor,Essilor Interview,Visão Intermediária,Orma 1.30,1.50,Optifog,Optifog,standard,,,não,-2.00,+4.00,-4.00,2.00,3.50,absoluto,1219.00,
PVC,Essilor,12,VS Surfaçada - Interview,Lentes Essilor,Essilor Interview,Visão Intermediária,Orma 1.30,1.50,Trio Easy Clean,Trio Easy Clean,standard,,,não,-2.00,+4.00,-4.00,2.00,3.50,absoluto,779.00,
PVC,Essilor,12,VS Surfaçada - Interview,Lentes Essilor,Essilor Interview,Visão Intermediária,Orma 1.30,1.50,Sem AR,Sem AR,standard,,,não,-2.00,+4.00,-4.00,2.00,3.50,absoluto,579.00,
PVC,Essilor,12,Lentes Prontas,Lentes Essilor,Stylis 1.74 Crizal Sapphire HR,Pronta,Stylis 1.74,1.74,Crizal Sapphire HR,Crizal Sapphire HR,standard,,,não,-10.00,-4.00,-2.00,,,absoluto,2089.00,Lente pronta - composição fechada
PVC,Essilor,12,Lentes Prontas,Lentes Essilor,Stylis 1.67 Crizal Sapphire HR,Pronta,Stylis 1.67,1.67,Crizal Sapphire HR,Crizal Sapphire HR,standard,,,sim,-9.00,+5.00,-2.00,,,absoluto,1479.00,Blue UV incluso
PVC,Essilor,12,Lentes Prontas,Lentes Essilor,Airwear Crizal Sapphire HR Transitions Gen S Cinza,Pronta,Airwear,1.59,Crizal Sapphire HR,Crizal Sapphire HR,standard,Transitions Gen S,C,sim,-5.00,+4.00,-2.00,,,absoluto,1349.00,Blue UV incluso
PVC,Essilor,12,Lentes Prontas,Lentes Essilor,Airwear Transitions Gen S Cinza,Pronta,Airwear,1.59,,,,Transitions Gen S,C,sim,-5.00,+4.00,-2.00,,,absoluto,689.00,Blue UV incluso; sem antirreflexo
PVC,Essilor,12,Lentes Prontas,Lentes Essilor,Airwear Crizal Sapphire HR,Pronta,Airwear,1.59,Crizal Sapphire HR,Crizal Sapphire HR,standard,,,sim,-5.00,+4.00,-2.00,,,absoluto,929.00,Blue UV incluso
PVC,Essilor,12,Lentes Prontas,Lentes Essilor,Airwear Crizal Rock,Pronta,Airwear,1.59,Crizal Rock,Crizal Rock,standard,,,sim,-5.00,+4.00,-2.00,,,absoluto,819.00,Blue UV incluso
PVC,Essilor,12,Lentes Prontas,Lentes Essilor,Airwear Crizal Easy Pro,Pronta,Airwear,1.59,Crizal Easy Pro,Crizal Easy Pro,standard,,,sim,-8.00,+4.00,-2.00,,,absoluto,569.00,Blue UV incluso
PVC,Essilor,12,Lentes Prontas,Lentes Essilor,Orma Crizal Easy Pro Transitions Gen S Cinza,Pronta,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,Transitions Gen S,C,sim,-4.00,+4.00,-2.00,,,absoluto,989.00,Blue UV incluso
PVC,Essilor,12,Lentes Prontas,Lentes Essilor,Orma Transitions Gen S Cinza,Pronta,Orma,1.50,,,,Transitions Gen S,C,sim,-4.00,+4.00,-2.00,,,absoluto,489.00,Blue UV incluso; sem antirreflexo
PVC,Essilor,12,Lentes Prontas,Lentes Essilor,Orma Crizal Prevencia,Pronta,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,,,sim,-2.00,+2.00,-1.00,,,absoluto,799.00,Blue UV incluso
PVC,Essilor,12,Lentes Prontas,Lentes Essilor,Orma Crizal Sapphire HR,Pronta,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,,,sim,-4.00,+4.00,-2.00,,,absoluto,799.00,Blue UV incluso
PVC,Essilor,12,Lentes Prontas,Lentes Essilor,Orma Crizal Rock,Pronta,Orma,1.50,Crizal Rock,Crizal Rock,standard,,,sim,-4.00,+4.00,-2.00,,,absoluto,579.00,Blue UV incluso
PVC,Essilor,12,Lentes Prontas,Lentes Essilor,Orma Crizal Easy Pro,Pronta,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,,,sim,-4.00,+4.00,-2.00,,,absoluto,439.00,Blue UV incluso
PVO,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,,,não,-10.00,+7.50,-6.00,,,absoluto,567.00,
