fonte_tabela,laboratorio,pagina_pdf,bloco_visual,familia,produto,design,material,indice_refracao,tratamento,nota_disponibilidade,missing_reason
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Trio Easy Clean,Trio Easy Clean,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Blue UV,Blue UV,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Prevencia,Crizal Prevencia,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Sapphire HR,Crizal Sapphire HR,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Rock,Crizal Rock,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Easy Pro,Crizal Easy Pro,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Optifog,Optifog,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Trio Easy Clean,Trio Easy Clean,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,No Reflex,No Reflex,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Prevencia,Crizal Prevencia,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Sapphire HR,Crizal Sapphire HR,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Rock,Crizal Rock,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Crizal Easy Pro,Crizal Easy Pro,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Optifog,Optifog,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Trio Easy Clean,Trio Easy Clean,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,No Reflex,No Reflex,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Prevencia,Crizal Prevencia,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Sapphire HR,Crizal Sapphire HR,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Rock,Crizal Rock,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Easy Pro,Crizal Easy Pro,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Optifog,Optifog,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Prevencia,Crizal Prevencia,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Sapphire HR,Crizal Sapphire HR,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Rock,Crizal Rock,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Crizal Easy Pro,Crizal Easy Pro,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Optifog,Optifog,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.74,1.74,Crizal Sapphire HR,Crizal Sapphire HR,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.74,1.74,Crizal Sapphire HR,Crizal Sapphire HR,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Xperio Marrom,Xperio,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Xperio Verde,Xperio,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Xperio Marrom,Xperio,,missing_price_unknown
PVO,Essilor,12,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Xperio Verde,Xperio,,missing_price_unknown
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Sem AR,traço - não disponível,missing_price_note
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Sem AR,traço - não disponível,missing_price_note
PVC,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Sem AR,traço - não disponível,missing_price_note
PVO,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Orma,1.50,Sem AR,traço - não disponível,missing_price_note
PVO,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Airwear,1.59,Sem AR,traço - não disponível,missing_price_note
PVO,Essilor,12,VS Surfaçada - Principal,Lentes Essilor,VS Essilor Surfaçada,Surfaçada,Stylis 1.67,1.67,Sem AR,traço - não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.74,Crizal Prevencia,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.74,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.74,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.74,Optifog,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Rock,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Easy Pro,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível,missing_price_note
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Track,,Orma,,,,missing_price_unknown
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,City 1.67,Stylis,1.67,,missing_price_unknown
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,City Poly,Airwear Polypower,Poly,429.00,missing_price_note
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,City 1.56,,1.56,329.00,missing_price_note
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,No Reflex 1.50 Transitions Gen S cinza,Orma,1.50,649.00,missing_price_note
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Blue 1.67,Stylis,1.67,879.00,missing_price_note
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Blue Poly,Airwear Polypower,Poly,319.00,missing_price_note
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Blue 1.56,,1.56,219.00,missing_price_note
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Intro Poly,Airwear Polypower,Poly,209.00,missing_price_note
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Intro 1.56,,1.56,109.00,missing_price_note
PVO,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,City 1.67,Stylis,1.67,,missing_price_unknown
PVO,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,City Poly,Airwear Polypower,Poly,175.00,missing_price_note
PVO,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,City 1.56,,1.56,125.00,missing_price_note
PVO,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,No Reflex 1.50 Transitions Gen S cinza,Orma,1.50,234.00,missing_price_note
PVO,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Blue 1.67,Stylis,1.67,299.00,missing_price_note
