fonte_tabela,laboratorio,pagina_pdf,bloco_visual,familia,produto,design,material,indice_refracao,tratamento,treatment_group,treatment_application,transitions,transitions_cores,blue_uv,esferico_min,esferico_max,cilindrico_max,adicao_min,adicao_max,preco_tipo,preco_par_brl,nota_disponibilidade
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Optifog,Optifog,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2609.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,No Reflex,No Reflex,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2219.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2169.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Orma,1.50,Verniz HC,Verniz HC,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1969.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Prevencia,Crizal Prevencia,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2199.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Sapphire HR,Crizal Sapphire HR,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2199.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Rock,Crizal Rock,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1929.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Easy Pro,Crizal Easy Pro,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1579.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Optifog,Optifog,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1819.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,No Reflex,No Reflex,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1429.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Trio Easy Clean,Trio Easy Clean,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1379.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Verniz HC,Verniz HC,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1179.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Prevencia,Crizal Prevencia,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,3139.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Sapphire HR,Crizal Sapphire HR,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,3139.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Rock,Crizal Rock,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2869.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Easy Pro,Crizal Easy Pro,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2519.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Optifog,Optifog,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2759.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,No Reflex,No Reflex,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2369.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Trio Easy Clean,Trio Easy Clean,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2319.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Verniz HC,Verniz HC,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2119.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Prevencia,Crizal Prevencia,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,3209.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Sapphire HR,Crizal Sapphire HR,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,3209.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Rock,Crizal Rock,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2939.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Crizal Easy Pro,Crizal Easy Pro,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2589.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Optifog,Optifog,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2829.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,No Reflex,No Reflex,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2439.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Trio Easy Clean,Trio Easy Clean,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2389.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Airwear Polypower,Poly,Verniz HC,Verniz HC,standard,sim,C,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2189.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Prevencia,Crizal Prevencia,standard,nao,,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,3399.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Sapphire HR,Crizal Sapphire HR,standard,nao,,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,3399.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Rock,Crizal Rock,standard,nao,,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,3129.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Easy Pro,Crizal Easy Pro,standard,nao,,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,2779.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Optifog,Optifog,standard,nao,,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,3019.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,No Reflex,No Reflex,standard,nao,,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,2629.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Trio Easy Clean,Trio Easy Clean,standard,nao,,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,2579.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Prevencia,Crizal Prevencia,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,4339.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Sapphire HR,Crizal Sapphire HR,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,4339.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Rock,Crizal Rock,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,4069.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Crizal Easy Pro,Crizal Easy Pro,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,3719.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Optifog,Optifog,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,3959.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,No Reflex,No Reflex,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,3569.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.67,Trio Easy Clean,Trio Easy Clean,standard,sim,C/M/V,sim,-14.00,+8.00,-6.00,1.00,3.50,absoluto,3519.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.74,Crizal Sapphire HR,Crizal Sapphire HR,standard,nao,,sim,-18.00,+13.00,-6.00,1.00,3.50,absoluto,4179.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique Infinite,Multifocal Digital,Stylis,1.74,Crizal Sapphire HR,Crizal Sapphire HR,standard,sim,C,sim,-18.00,+13.00,-6.00,1.00,3.50,absoluto,5119.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1849.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1849.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Rock,Crizal Rock,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1579.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1229.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Optifog,Optifog,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1469.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,No Reflex,No Reflex,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1079.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1029.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Verniz HC,Verniz HC,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,829.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1989.00,+Blue UV
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1989.00,+Blue UV
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Rock,Crizal Rock,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1719.00,+Blue UV
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1369.00,+Blue UV
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Optifog,Optifog,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1609.00,+Blue UV
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,No Reflex,No Reflex,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1219.00,+Blue UV
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1169.00,+Blue UV
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Verniz HC,Verniz HC,standard,nao,,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,969.00,+Blue UV
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2789.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2789.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Rock,Crizal Rock,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2519.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2169.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Optifog,Optifog,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2409.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,No Reflex,No Reflex,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2019.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1969.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Verniz HC,Verniz HC,standard,sim,C/M/V/A/S/R/E,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1769.00,Transitions Gen S
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Prevencia,Crizal Prevencia,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2859.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Sapphire HR,Crizal Sapphire HR,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2859.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Rock,Crizal Rock,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2589.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2239.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Optifog,Optifog,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2479.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,No Reflex,No Reflex,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2089.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Trio Easy Clean,Trio Easy Clean,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,2039.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Orma,1.50,Verniz HC,Verniz HC,standard,sim,C,sim,-10.00,+5.25,-6.00,1.00,3.50,absoluto,1839.00,Transitions Extractive
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Airwear Polypower,Poly,Crizal Prevencia,Crizal Prevencia,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2069.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Airwear Polypower,Poly,Crizal Sapphire HR,Crizal Sapphire HR,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,2069.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Airwear Polypower,Poly,Crizal Rock,Crizal Rock,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1799.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Airwear Polypower,Poly,Crizal Easy Pro,Crizal Easy Pro,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1449.00,
PVC,Kodak,13,Multifocal Digital,Kodak,Kodak Unique UHD,Multifocal Digital,Airwear Polypower,Poly,Optifog,Optifog,standard,nao,,sim,-10.00,+6.50,-6.00,1.00,3.50,absoluto,1689.00,
